voteId,dataHoraFim,com_governo,contra_governo
0001,2016-04-17 23:50:00,137.0,375.0
0002,2017-08-02 13:54:00,261.0,233.0
0003,2017-10-25 14:23:00,252.0,245.0
1855,2003-04-08 20:00:37,293.0,105.0
1856,2003-04-15 20:01:34,198.0,185.0
1859,2003-04-23 22:27:49,328.0,74.0
1861,2003-04-29 22:35:21,366.0,71.0
1862,2003-04-30 18:23:11,195.0,126.0
1863,2003-05-06 20:20:09,302.0,94.0
1864,2003-05-06 20:20:09,241.0,217.0
1865,2003-05-06 22:14:19,250.0,81.0
1867,2003-05-20 19:42:27,409.0,3.0
1869,2003-05-22 14:01:20,183.0,42.0
1870,2003-05-27 20:23:23,333.0,35.0
1871,2003-05-28 20:02:34,278.0,162.0
1876,2003-06-04 20:20:48,304.0,95.0
1877,2003-06-04 20:20:48,379.0,4.0
1880,2003-06-10 22:04:26,238.0,125.0
1883,2003-06-11 21:16:46,289.0,103.0
1905,2003-07-31 13:56:29,270.0,39.0
1908,2003-08-05 15:02:21,224.0,125.0
1909,2003-08-05 20:30:14,236.0,166.0
1910,2003-08-06 01:15:12,268.0,88.0
1911,2003-08-06 01:15:12,358.0,136.0
1915,2003-08-07 03:05:08,247.0,36.0
1916,2003-08-07 03:05:08,378.0,81.0
1917,2003-08-07 03:05:08,356.0,56.0
1920,2003-08-07 03:05:08,326.0,165.0
1923,2003-08-12 14:30:22,266.0,68.0
1924,2003-08-12 14:30:22,243.0,53.0
1925,2003-08-12 19:32:28,248.0,45.0
1926,2003-08-12 19:32:28,271.0,99.0
1927,2003-08-12 19:32:28,319.0,73.0
1928,2003-08-13 18:02:50,337.0,99.0
1929,2003-08-13 23:08:57,437.0,23.0
1930,2003-08-13 23:08:57,404.0,62.0
1931,2003-08-13 23:08:57,362.0,114.0
1932,2003-08-13 23:08:57,445.0,18.0
1936,2003-08-26 19:30:23,339.0,88.0
1937,2003-08-27 15:01:29,271.0,74.0
1938,2003-08-27 15:01:29,267.0,66.0
1939,2003-08-27 20:01:18,287.0,66.0
1940,2003-08-27 20:01:18,358.0,130.0
1941,2003-08-28 18:08:04,20.0,34.0
1942,2003-09-02 21:55:45,275.0,79.0
1943,2003-09-02 21:55:45,287.0,53.0
1944,2003-09-03 19:12:45,134.0,173.0
1947,2003-09-10 15:27:32,322.0,35.0
1948,2003-09-10 21:05:47,286.0,31.0
1950,2003-09-10 21:05:47,315.0,53.0
1951,2003-09-10 21:05:47,347.0,98.0
1952,2003-09-11 00:18:47,260.0,28.0
1953,2003-09-11 00:18:47,371.0,47.0
1954,2003-09-11 00:18:47,256.0,41.0
1956,2003-09-11 00:18:47,335.0,84.0
1957,2003-09-15 23:32:00,261.0,33.0
1958,2003-09-15 23:32:00,266.0,33.0
1959,2003-09-15 23:32:00,210.0,66.0
1960,2003-09-16 02:13:30,229.0,55.0
1961,2003-09-16 02:13:30,224.0,52.0
1962,2003-09-16 16:34:56,253.0,33.0
1963,2003-09-16 16:34:56,244.0,86.0
1964,2003-09-16 23:24:10,282.0,28.0
1965,2003-09-16 23:24:10,340.0,39.0
1966,2003-09-16 23:24:10,346.0,100.0
1967,2003-09-16 23:24:10,334.0,96.0
1969,2003-09-16 23:24:10,281.0,140.0
1970,2003-09-16 23:24:10,335.0,82.0
1972,2003-09-17 18:05:44,242.0,69.0
1973,2003-09-17 18:05:44,247.0,87.0
1974,2003-09-17 18:05:44,245.0,81.0
1975,2003-09-17 18:05:44,246.0,69.0
1976,2003-09-17 18:05:44,269.0,73.0
1977,2003-09-17 18:05:44,282.0,78.0
1978,2003-09-17 18:05:44,302.0,87.0
1979,2003-09-24 21:10:15,225.0,59.0
1980,2003-09-24 21:10:15,253.0,69.0
1981,2003-09-24 21:10:15,254.0,69.0
1983,2003-09-25 00:17:55,267.0,66.0
1984,2003-09-25 00:17:55,347.0,93.0
1985,2003-09-25 00:17:55,331.0,85.0
1986,2003-09-25 00:17:55,337.0,82.0
1988,2003-10-08 20:03:23,235.0,66.0
1989,2003-10-15 20:13:26,218.0,67.0
1990,2003-10-15 20:13:26,224.0,78.0
1991,2003-10-15 20:13:26,316.0,4.0
1992,2003-10-15 20:13:26,276.0,45.0
1993,2003-10-15 22:43:19,268.0,82.0
1996,2003-10-23 14:48:52,229.0,30.0
1997,2003-10-28 20:02:20,210.0,72.0
1999,2003-11-12 21:34:13,205.0,96.0
2002,2003-11-19 20:18:21,295.0,32.0
2005,2003-11-25 20:03:30,303.0,31.0
2006,2003-11-25 20:03:30,254.0,54.0
2008,2003-11-26 20:02:21,299.0,78.0
2009,2003-12-02 20:03:13,235.0,74.0
2010,2003-12-02 20:03:13,242.0,78.0
2011,2003-12-02 22:54:53,243.0,108.0
2017,2003-12-17 13:58:25,253.0,54.0
2018,2003-12-17 20:00:45,261.0,42.0
2019,2003-12-17 20:00:45,265.0,44.0
2020,2003-12-18 18:43:37,258.0,36.0
2021,2003-12-18 23:00:20,258.0,32.0
2022,2003-12-18 23:00:20,254.0,60.0
2023,2003-12-18 23:00:20,252.0,34.0
2026,2004-01-21 20:15:21,302.0,82.0
2027,2004-01-21 20:15:21,273.0,89.0
2028,2004-01-21 20:15:21,305.0,82.0
2029,2004-01-22 19:36:33,75.0,38.0
2031,2004-01-28 13:33:11,249.0,77.0
2033,2004-01-28 20:13:55,265.0,60.0
2034,2004-01-28 23:31:40,295.0,67.0
2035,2004-01-28 23:31:40,329.0,61.0
2036,2004-02-03 19:01:19,256.0,67.0
2037,2004-02-03 21:41:53,232.0,50.0
2038,2004-02-04 23:08:03,272.0,54.0
2039,2004-02-05 02:20:47,279.0,131.0
2065,2004-02-17 19:08:04,263.0,48.0
2105,2004-03-02 20:00:21,254.0,31.0
2106,2004-03-03 19:59:41,257.0,57.0
2108,2004-03-10 19:02:05,221.0,154.0
2109,2004-03-11 13:15:10,149.0,41.0
2110,2004-03-11 18:33:04,210.0,55.0
2111,2004-03-11 18:33:04,190.0,37.0
2112,2004-03-23 19:02:39,252.0,81.0
2113,2004-03-23 21:57:09,245.0,108.0
2116,2004-03-24 14:00:31,343.0,2.0
2117,2004-03-30 20:06:59,259.0,74.0
2118,2004-03-30 20:06:59,251.0,57.0
2119,2004-03-30 23:17:56,255.0,61.0
2120,2004-03-30 23:17:56,295.0,79.0
2121,2004-03-31 20:53:32,416.0,2.0
2161,2004-04-06 19:40:18,238.0,60.0
2164,2004-04-13 20:01:42,247.0,89.0
2165,2004-04-13 21:48:37,244.0,87.0
2166,2004-04-14 19:40:49,246.0,96.0
2167,2004-04-14 19:40:49,217.0,90.0
2168,2004-04-27 20:01:28,248.0,100.0
2169,2004-04-27 20:01:28,221.0,74.0
2170,2004-04-27 21:51:05,248.0,87.0
2171,2004-04-28 19:24:14,256.0,95.0
2173,2004-05-04 22:10:22,244.0,86.0
2174,2004-05-04 22:10:22,239.0,92.0
2176,2004-05-04 22:10:22,194.0,131.0
2177,2004-05-05 18:14:42,248.0,77.0
2178,2004-05-05 18:14:42,199.0,112.0
2179,2004-05-05 22:19:30,259.0,71.0
2183,2004-05-12 19:07:30,294.0,7.0
2184,2004-05-12 22:24:29,266.0,120.0
2188,2004-05-19 17:45:49,207.0,64.0
2195,2004-06-02 17:01:36,254.0,66.0
2196,2004-06-02 21:05:21,266.0,174.0
2197,2004-06-02 21:05:21,232.0,172.0
2198,2004-06-08 20:01:42,251.0,64.0
2199,2004-06-15 19:55:09,226.0,70.0
2201,2004-06-23 18:30:55,272.0,177.0
2202,2004-07-05 20:04:19,214.0,59.0
2204,2004-07-06 19:17:56,249.0,116.0
2205,2004-07-07 15:02:04,254.0,65.0
2206,2004-07-07 15:02:04,280.0,60.0
2208,2004-07-07 20:05:16,159.0,188.0
2251,2004-08-11 22:54:17,345.0,13.0
2264,2004-08-25 13:03:55,140.0,109.0
2265,2004-08-25 20:09:37,122.0,154.0
2266,2004-09-14 20:06:10,118.0,61.0
2268,2004-10-06 21:00:03,249.0,39.0
2270,2004-10-19 20:02:36,253.0,66.0
2271,2004-10-19 20:02:36,197.0,21.0
2272,2004-10-19 21:21:32,255.0,57.0
2273,2004-10-20 20:03:14,255.0,110.0
2274,2004-10-20 21:24:54,226.0,88.0
2275,2004-10-26 20:20:09,119.0,63.0
2276,2004-11-09 20:00:47,125.0,144.0
2277,2004-11-17 19:01:23,40.0,48.0
2278,2004-11-17 20:37:08,140.0,147.0
2279,2004-11-23 17:26:58,178.0,37.0
2280,2004-11-23 21:07:36,255.0,66.0
2281,2004-11-23 21:07:36,247.0,91.0
2282,2004-11-24 13:17:14,158.0,34.0
2283,2004-11-24 18:35:09,251.0,81.0
2284,2004-11-24 22:29:19,210.0,87.0
2285,2004-11-30 20:14:38,267.0,50.0
2286,2004-11-30 20:14:38,277.0,93.0
2287,2004-12-01 01:17:23,281.0,82.0
2288,2004-12-01 01:17:23,255.0,68.0
2289,2004-12-01 01:17:23,254.0,151.0
2290,2004-12-01 17:51:42,254.0,63.0
2291,2004-12-01 22:40:26,262.0,55.0
2293,2004-12-08 16:33:52,170.0,116.0
2294,2004-12-08 17:15:58,83.0,85.0
2295,2004-12-14 20:14:27,311.0,14.0
2296,2004-12-14 20:14:27,285.0,70.0
2297,2004-12-14 20:14:27,274.0,86.0
2298,2004-12-14 23:55:27,259.0,74.0
2312,2005-02-23 21:02:08,300.0,96.0
2314,2005-03-02 20:04:28,331.0,46.0
2315,2005-03-02 23:22:56,353.0,62.0
2316,2005-03-02 23:22:56,367.0,63.0
2317,2005-03-02 23:22:56,313.0,79.0
2319,2005-03-02 23:22:56,307.0,81.0
2320,2005-03-09 22:53:47,238.0,132.0
2324,2005-03-15 20:29:01,276.0,99.0
2337,2005-03-30 19:26:30,74.0,186.0
2338,2005-04-19 20:39:32,139.0,78.0
2347,2005-06-01 18:16:36,274.0,105.0
2348,2005-06-01 18:16:36,286.0,85.0
2349,2005-06-07 20:04:06,214.0,203.0
2351,2005-06-15 20:01:18,172.0,168.0
2356,2005-06-16 20:10:31,7.0,141.0
2360,2005-06-22 12:22:20,276.0,75.0
2361,2005-06-22 20:30:24,233.0,175.0
2362,2005-06-22 20:30:24,321.0,25.0
2365,2005-06-23 12:42:13,209.0,31.0
2366,2005-06-27 21:22:37,188.0,60.0
2370,2005-06-28 18:47:59,240.0,90.0
2371,2005-06-29 00:04:29,255.0,95.0
2373,2005-06-29 00:04:29,255.0,78.0
2374,2005-06-29 00:04:29,231.0,54.0
2375,2005-06-29 14:01:41,251.0,82.0
2383,2005-06-29 23:31:53,246.0,80.0
2387,2005-06-30 02:19:45,255.0,53.0
2389,2005-06-30 02:19:45,225.0,22.0
2391,2005-06-30 15:00:34,254.0,72.0
2392,2005-07-04 21:36:38,160.0,78.0
2393,2005-07-05 13:36:03,215.0,75.0
2394,2005-07-05 19:41:06,253.0,118.0
2396,2005-07-06 14:57:50,283.0,91.0
2400,2005-07-06 19:59:08,235.0,57.0
2401,2005-07-06 23:48:17,259.0,54.0
2406,2005-08-17 20:00:18,318.0,21.0
2408,2005-08-23 20:02:50,292.0,35.0
2409,2005-08-24 19:15:39,330.0,23.0
2413,2005-08-31 19:30:16,235.0,87.0
2422,2005-10-04 20:16:37,221.0,139.0
2424,2005-10-05 20:01:26,260.0,79.0
2425,2005-10-05 20:01:26,256.0,76.0
2430,2005-10-19 20:54:55,277.0,39.0
2434,2005-10-20 19:26:20,92.0,36.0
2437,2005-10-26 20:28:54,250.0,102.0
2439,2005-10-31 19:03:34,179.0,70.0
2441,2005-11-01 20:02:49,76.0,75.0
2442,2005-11-08 20:18:57,259.0,121.0
2452,2005-11-09 00:48:04,251.0,81.0
2458,2005-11-09 13:35:53,252.0,95.0
2459,2005-11-09 21:59:16,175.0,116.0
2460,2005-11-09 21:59:16,247.0,143.0
2463,2005-11-16 20:53:14,221.0,90.0
2467,2005-11-29 20:21:53,383.0,6.0
2473,2005-12-07 20:00:10,273.0,35.0
2478,2005-12-13 22:32:48,49.0,303.0
2479,2005-12-13 22:32:48,217.0,84.0
2490,2006-01-18 21:33:36,439.0,14.0
2491,2006-01-19 13:59:03,280.0,104.0
2496,2006-01-24 21:52:35,388.0,67.0
2504,2006-01-31 21:15:18,259.0,160.0
2505,2006-02-01 20:07:32,224.0,129.0
2510,2006-02-01 20:42:09,433.0,14.0
2512,2006-02-07 20:26:27,287.0,2.0
2514,2006-02-07 20:26:27,201.0,223.0
2519,2006-02-13 22:06:58,288.0,76.0
2520,2006-02-14 12:38:54,278.0,74.0
2523,2006-02-21 20:59:37,197.0,164.0
2527,2006-03-07 20:04:34,238.0,118.0
2531,2006-03-14 19:52:08,260.0,85.0
2532,2006-03-14 19:52:08,261.0,74.0
2552,2006-03-28 20:14:28,296.0,41.0
2554,2006-04-04 20:11:00,255.0,68.0
2555,2006-04-04 20:11:00,221.0,188.0
2558,2006-04-11 20:59:37,217.0,73.0
2561,2006-04-12 19:38:05,116.0,173.0
2565,2006-04-26 21:56:57,190.0,155.0
2568,2006-05-02 20:07:05,253.0,77.0
2572,2006-05-09 20:03:40,172.0,173.0
2581,2006-05-17 20:39:28,251.0,84.0
2584,2006-05-17 20:39:28,165.0,240.0
2588,2006-05-31 20:17:12,177.0,167.0
2593,2006-06-07 20:06:48,188.0,250.0
2614,2006-11-21 18:47:42,186.0,164.0
2617,2006-11-22 21:36:17,340.0,9.0
2624,2006-11-29 20:33:55,284.0,37.0
2635,2006-12-13 15:27:21,325.0,21.0
2636,2006-12-13 15:27:21,268.0,3.0
2637,2006-12-13 18:16:11,274.0,96.0
2642,2006-12-20 20:00:45,247.0,106.0
2650,2007-02-06 18:51:32,332.0,80.0
2654,2007-02-12 20:02:34,237.0,100.0
2671,2007-02-14 20:00:35,310.0,130.0
2673,2007-02-14 22:15:58,398.0,8.0
2677,2007-02-26 19:00:23,228.0,97.0
2680,2007-02-27 20:00:09,392.0,62.0
2681,2007-02-28 20:02:12,323.0,118.0
2684,2007-02-28 21:11:28,295.0,151.0
2688,2007-03-05 18:59:33,281.0,44.0
2690,2007-03-06 19:36:06,393.0,42.0
2700,2007-03-13 19:00:27,312.0,87.0
2702,2007-03-13 19:00:27,315.0,78.0
2704,2007-03-14 20:38:07,311.0,80.0
2706,2007-03-14 20:38:07,294.0,73.0
2711,2007-03-15 19:34:35,291.0,34.0
2713,2007-03-21 19:00:18,293.0,81.0
2716,2007-03-21 22:42:13,311.0,115.0
2719,2007-03-26 20:10:00,232.0,84.0
2726,2007-04-02 19:48:50,264.0,77.0
2727,2007-04-03 20:02:13,340.0,40.0
2728,2007-04-03 20:02:13,286.0,85.0
2729,2007-04-03 22:56:02,288.0,79.0
2730,2007-04-03 22:56:02,233.0,119.0
2731,2007-04-09 19:43:37,255.0,25.0
2732,2007-04-10 13:52:58,278.0,59.0
2735,2007-04-10 20:09:42,288.0,71.0
2737,2007-04-10 20:09:42,255.0,72.0
2739,2007-04-10 20:09:42,301.0,63.0
2744,2007-04-11 20:08:38,346.0,33.0
2751,2007-04-12 13:58:19,260.0,89.0
2752,2007-04-17 13:50:04,236.0,69.0
2753,2007-04-17 20:00:36,316.0,29.0
2757,2007-04-17 20:00:36,312.0,108.0
2758,2007-04-17 20:00:36,321.0,106.0
2762,2007-04-18 19:00:33,362.0,34.0
2775,2007-04-24 13:08:39,231.0,64.0
2776,2007-04-24 19:00:40,279.0,22.0
2781,2007-05-02 18:45:25,237.0,85.0
2785,2007-05-08 19:50:49,262.0,109.0
2790,2007-05-09 20:50:16,233.0,171.0
2795,2007-05-15 20:00:38,315.0,94.0
2796,2007-05-15 20:00:38,301.0,111.0
2798,2007-05-16 21:34:58,331.0,111.0
2804,2007-05-23 22:25:52,307.0,126.0
2813,2007-05-29 19:59:13,306.0,103.0
2815,2007-05-29 19:59:13,162.0,286.0
2816,2007-05-30 22:26:54,378.0,48.0
2830,2007-06-04 19:47:56,273.0,70.0
2831,2007-06-05 19:17:50,307.0,105.0
2841,2007-06-12 20:00:49,250.0,170.0
2855,2007-06-20 18:59:15,309.0,54.0
2856,2007-06-26 14:06:59,272.0,25.0
2857,2007-06-26 14:06:59,184.0,93.0
2858,2007-06-26 14:06:59,132.0,177.0
2859,2007-06-26 20:00:33,273.0,80.0
2861,2007-06-26 21:46:34,350.0,32.0
2879,2007-07-10 20:17:20,281.0,35.0
2887,2007-08-07 19:00:24,366.0,54.0
2892,2007-08-14 23:47:21,271.0,66.0
2906,2007-08-22 13:55:01,282.0,83.0
2910,2007-08-22 19:17:25,263.0,54.0
2913,2007-08-22 19:17:25,262.0,54.0
2916,2007-08-29 19:00:36,274.0,72.0
2920,2007-09-04 13:26:57,256.0,46.0
2922,2007-09-04 20:02:55,280.0,41.0
2925,2007-09-05 20:16:41,293.0,123.0
2926,2007-09-05 20:16:41,275.0,115.0
2927,2007-09-05 20:16:41,273.0,113.0
2928,2007-09-11 19:00:06,254.0,64.0
2929,2007-09-11 19:00:06,262.0,56.0
2943,2007-09-18 19:04:39,282.0,62.0
2945,2007-09-19 00:10:14,282.0,70.0
2947,2007-09-19 00:10:14,304.0,65.0
2948,2007-09-19 00:10:14,273.0,35.0
2949,2007-09-19 00:10:14,278.0,45.0
2950,2007-09-19 02:32:57,265.0,55.0
2955,2007-09-19 15:32:19,252.0,103.0
2957,2007-09-19 15:32:19,248.0,65.0
2958,2007-09-19 20:01:18,270.0,80.0
2961,2007-09-19 20:01:18,298.0,87.0
2962,2007-09-19 23:34:16,267.0,79.0
2964,2007-09-19 23:34:16,338.0,123.0
2967,2007-09-25 20:41:21,367.0,64.0
2968,2007-09-26 14:35:20,254.0,48.0
2970,2007-09-26 20:00:35,283.0,56.0
2972,2007-09-26 20:00:35,295.0,64.0
2973,2007-09-26 20:00:35,301.0,70.0
2976,2007-09-27 01:06:33,297.0,70.0
2977,2007-09-27 01:06:33,323.0,65.0
2978,2007-09-27 01:06:33,339.0,108.0
2979,2007-09-27 01:06:33,339.0,100.0
2980,2007-09-27 01:06:33,340.0,107.0
2981,2007-09-27 01:06:33,335.0,103.0
2982,2007-09-27 01:06:33,339.0,103.0
2983,2007-09-27 02:31:25,296.0,77.0
2984,2007-09-27 02:31:25,340.0,104.0
2987,2007-10-02 20:00:38,259.0,59.0
2990,2007-10-02 20:00:38,252.0,55.0
2992,2007-10-02 20:00:38,298.0,56.0
2993,2007-10-02 22:51:04,284.0,55.0
2994,2007-10-02 22:51:04,286.0,24.0
2995,2007-10-02 22:51:04,258.0,35.0
2997,2007-10-03 20:00:58,255.0,49.0
2998,2007-10-03 20:00:58,283.0,40.0
3001,2007-10-03 20:00:58,301.0,49.0
3002,2007-10-03 23:29:51,288.0,49.0
3003,2007-10-03 23:29:51,260.0,20.0
3005,2007-10-08 22:14:27,250.0,64.0
3006,2007-10-08 22:14:27,259.0,35.0
3009,2007-10-09 13:18:39,254.0,48.0
3011,2007-10-09 18:27:08,261.0,58.0
3013,2007-10-10 00:09:50,294.0,54.0
3014,2007-10-10 00:09:50,276.0,45.0
3015,2007-10-10 00:09:50,333.0,120.0
3017,2007-10-10 00:09:50,331.0,114.0
3018,2007-10-10 03:53:01,318.0,83.0
3019,2007-10-10 03:53:01,330.0,93.0
3020,2007-10-10 03:53:01,334.0,53.0
3021,2007-10-10 03:53:01,325.0,45.0
3022,2007-10-10 03:53:01,325.0,37.0
3023,2007-10-10 03:53:01,325.0,33.0
3024,2007-10-10 03:53:01,326.0,34.0
3058,2007-10-16 19:00:54,282.0,89.0
3059,2007-10-17 19:01:11,297.0,99.0
3061,2007-10-17 23:45:24,302.0,99.0
3062,2007-10-17 23:45:24,161.0,223.0
3063,2007-10-17 23:45:24,183.0,201.0
3071,2007-10-23 22:09:49,258.0,87.0
3072,2007-10-24 19:00:02,278.0,114.0
3076,2007-10-31 20:05:08,283.0,129.0
3077,2007-10-31 20:05:08,291.0,114.0
3080,2007-10-31 20:05:08,319.0,31.0
3081,2007-10-31 22:44:59,284.0,117.0
3083,2007-10-31 22:44:59,263.0,114.0
3085,2007-11-06 20:00:07,310.0,42.0
3088,2007-11-06 20:00:07,252.0,91.0
3089,2007-11-06 20:00:07,270.0,92.0
3090,2007-11-06 20:53:53,328.0,115.0
3093,2007-11-13 19:00:20,261.0,88.0
3096,2007-11-20 20:07:06,234.0,203.0
3097,2007-11-21 19:00:10,269.0,49.0
3100,2007-11-27 19:00:22,249.0,139.0
3117,2008-02-13 18:55:11,337.0,118.0
3118,2008-02-19 20:20:42,305.0,75.0
3121,2008-02-19 20:20:42,286.0,90.0
3132,2008-02-26 20:04:49,274.0,130.0
3134,2008-02-26 20:04:49,303.0,106.0
3137,2008-02-26 20:50:09,320.0,111.0
3147,2008-02-27 20:10:56,296.0,97.0
3149,2008-02-27 20:10:56,314.0,106.0
3154,2008-03-05 21:01:46,296.0,78.0
3158,2008-03-05 21:01:46,282.0,55.0
3164,2008-03-05 21:01:46,286.0,61.0
3170,2008-03-11 20:00:49,252.0,56.0
3173,2008-03-11 20:00:49,294.0,52.0
3178,2008-03-11 22:27:27,267.0,59.0
3181,2008-03-11 22:27:27,234.0,178.0
3184,2008-03-18 20:01:32,254.0,72.0
3187,2008-03-18 20:01:32,283.0,53.0
3200,2008-03-25 18:59:57,251.0,61.0
3206,2008-03-26 20:00:21,258.0,50.0
3210,2008-03-26 20:00:21,260.0,38.0
3213,2008-03-26 20:00:21,275.0,42.0
3215,2008-03-26 20:00:21,265.0,41.0
3216,2008-03-26 23:59:06,279.0,61.0
3218,2008-03-26 23:59:06,279.0,28.0
3222,2008-03-26 23:59:06,245.0,25.0
3226,2008-04-01 18:59:26,274.0,84.0
3228,2008-04-02 18:59:36,231.0,67.0
3233,2008-04-08 18:59:40,278.0,58.0
3234,2008-04-08 18:59:40,247.0,55.0
3253,2008-04-22 21:24:21,264.0,84.0
3257,2008-04-23 20:10:31,222.0,208.0
3259,2008-04-23 21:17:55,166.0,229.0
3261,2008-04-29 20:00:48,277.0,23.0
3263,2008-04-29 22:22:49,258.0,97.0
3272,2008-05-06 20:02:16,357.0,64.0
3278,2008-05-07 20:29:28,272.0,84.0
3285,2008-05-13 20:01:52,289.0,112.0
3304,2008-05-27 19:59:40,381.0,25.0
3305,2008-05-27 22:51:27,419.0,12.0
3307,2008-05-28 19:00:47,252.0,69.0
3312,2008-05-28 19:00:47,262.0,72.0
3314,2008-05-28 22:08:02,277.0,68.0
3323,2008-06-03 20:00:12,255.0,50.0
3326,2008-06-03 20:00:12,267.0,49.0
3328,2008-06-03 21:04:55,265.0,65.0
3330,2008-06-04 18:20:45,253.0,61.0
3335,2008-06-04 18:20:45,243.0,62.0
3336,2008-06-04 19:45:56,259.0,65.0
3338,2008-06-10 23:17:56,263.0,69.0
3341,2008-06-11 14:13:58,226.0,76.0
